,RMSE
0,0.015614385485707783
1,0.015614385485707783
2,0.015614385485707783
3,0.015614385485707783
4,0.011910597596276922
5,0.011910597596276922
6,0.011910597596276922
7,0.011910597596276922
8,0.011910597596276922
9,0.011910597596276922
10,0.011910597596276922
11,0.009998909677328707
12,0.009998909677328707
13,0.009998909677328707
14,0.009372281156769913
15,0.009372281156769913
16,0.009372281156769913
17,0.009372281156769913
18,0.009372281156769913
19,0.009372281156769913
20,0.009372281156769913
21,0.009372281156769913
22,0.009372281156769913
23,0.009372281156769913
24,0.009372281156769913
25,0.009372281156769913
26,0.009372281156769913
27,0.009372281156769913
28,0.009372281156769913
29,0.009308768199361672
30,0.009308768199361672
31,0.009308768199361672
32,0.009308768199361672
33,0.009308768199361672
34,0.009308768199361672
35,0.009308768199361672
36,0.009308768199361672
37,0.009308768199361672
38,0.009308768199361672
39,0.009308768199361672
40,0.009308768199361672
41,0.009308768199361672
42,0.009308768199361672
43,0.009308768199361672
44,0.009308768199361672
45,0.009308768199361672
46,0.009308768199361672
47,0.009308768199361672
48,0.009308768199361672
49,0.009308768199361672
